id,dep_delayed_15min
232,0.16966967
233,0.26014584
234,0.14090574
235,0.1244201
236,0.016610967
237,0.21428154
238,0.12580079
239,0.1186033
240,0.18839793
241,0.37484026
242,0.12740546
243,0.10802376
244,0.1400111
245,0.19955304
246,0.3390233
247,0.52802205
248,0.74385464
249,0.23338977
250,0.21196662
251,0.04393423
252,0.04307078
253,0.14541355
254,0.33124474
255,0.18532123
256,0.100838296
257,0.01956788
258,0.16957434
259,0.012307735
260,0.3711426
261,0.056298688
262,0.34389794
263,0.18861954
264,0.09174788
265,0.25985196
266,0.21907066
267,0.09706302
268,0.21215971
269,0.30555698
270,0.056953765
271,0.23541345
272,0.25136015
273,0.017557997
274,0.28713614
275,0.07979297
276,0.02506213
277,0.22728033
278,0.092126064
279,0.24104375
280,0.16882235
281,0.36735925
282,0.13525562
283,0.045147214
284,0.18462966
285,0.2920004
286,0.16124798
287,0.1240027
288,0.23774834
289,0.02981281
290,0.11222129
291,0.15541941
292,0.38037467
293,0.19904567
294,0.4165302
295,0.05051518
296,0.019916238
297,0.19437256
298,0.16323166
299,0.14523919
300,0.23000048
301,0.20262289
302,0.15911885
303,0.27600166
304,0.21820495
305,0.30097687
306,0.15196675
307,0.07387738
308,0.18230112
309,0.21753573
310,0.47026786
311,0.21314272
312,0.034059636
313,0.310512
314,0.2344228
315,0.10826342
316,0.08926575
317,0.10866584
318,0.3111585
319,0.15743786
320,0.20194928
321,0.045463335
322,0.12814727
323,0.17972867
324,0.093813024
325,0.41943905
326,0.04969623
327,0.20554039
328,0.020777464
329,0.23764147
330,0.20635447
331,0.48192465
332,0.30872905
333,0.12594873
334,0.44212624
335,0.27595592
336,0.20862848
337,0.043379746
338,0.3001697
339,0.053949036
340,0.13116188
341,0.45922017
342,0.13263248
343,0.2745691
344,0.34786558
345,0.6123908
346,0.058207694
347,0.19414309
348,0.1352972
349,0.17031834
350,0.20062739
351,0.11332416
352,0.355299
353,0.19813043
354,0.18074398
355,0.21062273
356,0.049762648
357,0.17727885
358,0.1860059
359,0.14180286
360,0.17126878
361,0.01671742
362,0.06265323
363,0.26870888
364,0.039987102
365,0.3501893
366,0.63632214
367,0.21052586
368,0.27634907
369,0.18308395
370,0.10527124
371,0.25066572
372,0.29764307
373,0.17119047
374,0.24323536
375,0.044394076
376,0.28945312
377,0.31846043
378,0.1655633
379,0.1882636
380,0.6062802
381,0.20575847
382,0.030445645
383,0.25481457
384,0.13286291
385,0.15420802
386,0.19725095
387,0.028495222
388,0.10168778
389,0.06489622
390,0.24831879
391,0.04232955
392,0.14015776
393,0.012385896
394,0.21960025
395,0.28738672
396,0.058776293
397,0.01764063
398,0.03211405
399,0.07490286
400,0.2390022
401,0.028017374
402,0.1474159
403,0.0068296064
404,0.07620488
405,0.03197066
406,0.40649414
407,0.0946664
408,0.28532815
409,0.28184634
410,0.19921307
411,0.0068286555
412,0.16384578
413,0.12326452
414,0.47483113
415,0.11431324
416,0.40363628
417,0.17771026
418,0.19582471
419,0.6502046
420,0.2006463
421,0.051496726
422,0.02240473
423,0.031161552
424,0.22791147
425,0.1796817
426,0.1305665
427,0.29083046
428,0.2546925
429,0.27275974
430,0.2538951
431,0.0887595
432,0.016193874
433,0.14706583
434,0.15696739
435,0.10487868
436,0.23238455
437,0.42758852
438,0.23468597
439,0.19465461
440,0.09849591
441,0.112971924
442,0.1925166
443,0.19458875
444,0.28595722
445,0.05094029
446,0.24855405
447,0.07652765
448,0.12690875
449,0.12917435
450,0.45186883
451,0.31570137
452,0.16551632
453,0.025960341
454,0.0372024
455,0.035246287
456,0.36448228
457,0.10627038
458,0.15918125
459,0.15253015
460,0.05516585
461,0.027500797
462,0.04972834
463,0.14591993
464,0.24235594
465,0.13616946
466,0.18735297
467,0.08147235
468,0.13484561
469,0.045656376
470,0.01054602
471,0.1726694
472,0.25977847
473,0.4463433
474,0.22536702
475,0.12336861
476,0.060732726
477,0.120745696
478,0.24472754
479,0.37992993
480,0.06328483
481,0.19572635
482,0.14727958
483,0.16857691
484,0.2863859
485,0.07975067
486,0.18377385
487,0.30556732
488,0.06369011
489,0.26943597
490,0.39254758
491,0.609121
492,0.27398834
493,0.13422151
494,0.2797234
495,0.2610575
496,0.19592918
497,0.017517213
498,0.08726411
499,0.2458703
500,0.39491302
501,0.1306737
502,0.11216589
503,0.18802872
504,0.26280335
505,0.20925596
506,0.43445975
507,0.14157972
508,0.10615897
509,0.21921176
510,0.07955832
511,0.35819727
512,0.5251084
513,0.09435284
514,0.10784677
515,0.26377103
516,0.14671299
517,0.22649974
518,0.18264355
519,0.14000164
520,0.0310552
521,0.33847934
522,0.13154197
523,0.27556643
524,0.09444381
525,0.12275116
526,0.04160788
527,0.025679577
528,0.29590288
529,0.043177307
530,0.09255523
531,0.190711
532,0.11399492
533,0.4015408
534,0.28415704
535,0.28174168
536,0.17089975
537,0.3174635
538,0.23938645
539,0.20352966
540,0.45948184
541,0.31570274
542,0.3176605
543,0.7798886
544,0.09012816
545,0.34431735
546,0.026079489
547,0.23450391
548,0.13726403
549,0.32060578
550,0.4663076
551,0.12835269
552,0.14862552
553,0.26444054
554,0.0954902
555,0.23018838
556,0.015104141
557,0.06529879
558,0.092404574
559,0.038490415
560,0.13248688
561,0.08179925
562,0.23374905
563,0.22281806
564,0.049414236
565,0.36943758
566,0.083144315
567,0.35270426
568,0.1764149
569,0.020037191
570,0.23842318
571,0.021005865
572,0.17749326
573,0.49823835
574,0.18126321
575,0.06925272
576,0.011367378
577,0.04703075
578,0.06509144
579,0.5387918
580,0.074662544
581,0.5428281
582,0.17782031
583,0.22832377
584,0.40235618
585,0.31043178
586,0.21020034
587,0.20825417
588,0.28576374
589,0.36437103
590,0.27952138
591,0.11142702
592,0.14958446
593,0.04940884
594,0.058390114
595,0.44580612
596,0.13542055
597,0.19285177
598,0.22545154
599,0.31342107
600,0.037682
601,0.119979255
602,0.6182455
603,0.07479446
604,0.01787082
605,0.34344178
606,0.04530253
607,0.044551406
608,0.33112285
609,0.29420587
610,0.38106456
611,0.023518682
612,0.18992057
613,0.16577922
614,0.13859779
615,0.1472638
616,0.09695197
617,0.077737175
618,0.28640223
619,0.12881929
620,0.419482
621,0.47469184
622,0.013103247
623,0.026093086
624,0.012619328
625,0.2140385
626,0.3469739
627,0.38161445
628,0.31354803
629,0.1189407
630,0.21483229
631,0.131882
632,0.13178308
633,0.093602605
634,0.2032037
635,0.23643437
636,0.2431172
637,0.03363394
638,0.2861303
639,0.117885426
640,0.086445674
641,0.3521592
642,0.12294649
643,0.20718105
644,0.23752432
645,0.5112383
646,0.5056358
647,0.15361813
648,0.0491432
649,0.00850051
650,0.12771444
651,0.098050915
652,0.19806677
653,0.22962387
654,0.1513716
655,0.24517667
656,0.11593424
657,0.09833938
658,0.3384329
659,0.12102181
660,0.03926958
661,0.25406712
662,0.3279313
663,0.1434045
664,0.29684618
665,0.12067964
666,0.229381
667,0.02406373
668,0.14241333
669,0.23500448
670,0.067774296
671,0.21870753
672,0.3541175
673,0.74746037
674,0.095700726
675,0.3572418
676,0.2266744
677,0.37862432
678,0.15235813
679,0.15962885
680,0.08696348
681,0.06481928
682,0.32571462
683,0.031601667
684,0.084880166
685,0.23051192
686,0.2379215
687,0.060301885
688,0.5413228
689,0.16358528
690,0.59286463
691,0.07472252
692,0.08886916
693,0.19986449
694,0.11352248
695,0.27646086
696,0.23590823
697,0.4413052
698,0.38018072
699,0.15167262
700,0.171223
701,0.17523123
702,0.10405618
703,0.4712493
704,0.36179015
705,0.18922484
706,0.22065835
707,0.29952922
708,0.18251169
709,0.3433978
710,0.26464784
711,0.09880865
712,0.17045568
713,0.6300261
714,0.16126809
715,0.31214553
716,0.39857182
717,0.06631583
718,0.24689497
719,0.03573973
720,0.17605366
721,0.1620622
722,0.18994425
723,0.043571725
724,0.22142501
725,0.262595
726,0.2940502
727,0.16755986
728,0.12850861
729,0.06710076
730,0.15144332
731,0.27699447
732,0.19409692
733,0.33787712
734,0.03471586
735,0.17842971
736,0.017967649
737,0.07106539
738,0.19960845
739,0.19597633
740,0.3119856
741,0.34186587
742,0.30767608
743,0.01295886
744,0.058518596
745,0.044878848
746,0.21039036
747,0.282379
748,0.18420209
749,0.12793492
750,0.32804152
751,0.28304633
752,0.15503728
753,0.15057713
754,0.17486323
755,0.045712736
756,0.08717448
757,0.07266848
758,0.46996465
759,0.4318191
760,0.061039936
761,0.2821046
762,0.032220013
763,0.16925903
764,0.43762356
765,0.2985659
766,0.05826032
767,0.26971552
768,0.4650221
769,0.21681726
770,0.19938226
771,0.17006855
772,0.14524025
773,0.36070973
774,0.35031337
775,0.09206038
776,0.122787885
777,0.30245182
778,0.18623996
779,0.39950708
780,0.05116915
781,0.21313074
782,0.36304784
783,0.19408813
784,0.14229688
785,0.05361221
786,0.35508043
787,0.14974481
788,0.22165594
789,0.03312781
790,0.29529914
791,0.46144506
792,0.07368029
793,0.09927201
794,0.17641012
795,0.5881418
796,0.032619637
797,0.105155155
798,0.069830194
799,0.007721584
800,0.052662984
801,0.04321897
802,0.16344664
803,0.045119535
804,0.18861763
805,0.22531576
806,0.36920232
807,0.0105598755
808,0.083723426
809,0.15450667
810,0.07402303
811,0.16842091
812,0.14923105
813,0.23316254
814,0.17002521
815,0.15039979
816,0.16190125
817,0.16746546
818,0.17078617
819,0.3032036
820,0.029764809
821,0.1576325
822,0.382079
823,0.15505926
824,0.25468656
825,0.012420715
826,0.15532628
827,0.33723605
828,0.050480414
829,0.07016728
830,0.16957092
831,0.12923743
832,0.5680539
833,0.22579902
834,0.13156323
835,0.052085515
836,0.2018163
837,0.27930287
838,0.20742854
839,0.7376663
840,0.20888934
841,0.10860722
842,0.14324193
843,0.25604168
844,0.34913903
845,0.09414937
846,0.18755162
847,0.19451015
848,0.0747277
849,0.07665838
850,0.21494187
851,0.10450886
852,0.073731855
853,0.20384865
854,0.030232951
855,0.013697638
856,0.11851466
857,0.22144309
858,0.34868485
859,0.24715404
860,0.28229418
861,0.2578702
862,0.019198451
863,0.30758315
864,0.075861886
865,0.17640129
866,0.1285752
867,0.1269552
868,0.11508386
869,0.04180744
870,0.24620464
871,0.11103979
872,0.0074361297
873,0.046968076
874,0.25566295
875,0.11743816
876,0.030563917
877,0.36650792
878,0.25228757
879,0.2219877
880,0.26883978
881,0.031394977
882,0.032848436
883,0.13706782
884,0.20522405
885,0.25479868
886,0.4402135
887,0.050653644
888,0.74304795
889,0.077802904
890,0.12735963
891,0.06164478
892,0.17099437
893,0.07989809
894,0.079165295
895,0.2583305
896,0.048491813
897,0.20898797
898,0.25285822
899,0.49066883
900,0.18339725
901,0.11308469
902,0.14993478
903,0.09291475
904,0.109431826
905,0.17807868
906,0.3225013
907,0.14134656
908,0.17022756
909,0.066196725
910,0.021125503
911,0.3613531
912,0.023838492
913,0.27306566
914,0.14573778
915,0.11695743
916,0.50971866
917,0.33278796
918,0.25358564
919,0.11173604
920,0.13197821
921,0.27953276
922,0.23886587
923,0.44590172
924,0.16186687
925,0.35706106
926,0.04924047
927,0.09713381
928,0.3259898
929,0.60819066
930,0.05975658
931,0.19990756
932,0.079315245
933,0.025090523
934,0.3197766
935,0.033873018
936,0.3437597
937,0.050001126
938,0.0048465272
939,0.15393834
940,0.16283908
941,0.14281341
942,0.25161988
943,0.30801535
944,0.04408372
945,0.05154685
946,0.21420372
947,0.07475792
948,0.32310373
949,0.112986214
950,0.16153075
951,0.34743476
952,0.17349926
953,0.05857892
954,0.11122113
955,0.23146126
956,0.4309597
957,0.28354293
958,0.5481163
959,0.1901222
960,0.40932673
961,0.19205989
962,0.10257851
963,0.11519836
964,0.13553157
965,0.4730872
966,0.2578486
967,0.2394557
968,0.45684877
969,0.18004389
970,0.18841568
971,0.36102426
972,0.046775393
973,0.268439
974,0.19994187
975,0.02763288
976,0.19614229
977,0.114028975
978,0.27064767
979,0.019925725
980,0.16653608
981,0.03740021
982,0.17119971
983,0.14059764
984,0.16221489
985,0.52479404
986,0.034674514
987,0.15541448
988,0.31519264
989,0.061756283
990,0.43462515
991,0.05234907
992,0.2400397
993,0.057033665
994,0.56233615
995,0.23495066
996,0.0540267
997,0.045531057
998,0.15830818
999,0.09794
1000,0.22323434
1001,0.35572118
1002,0.20258056
1003,0.18648459
1004,0.06440962
1005,0.23151132
1006,0.30630523
1007,0.17859438
1008,0.11151193
1009,0.3925724
1010,0.21031389
1011,0.12144046
1012,0.1690077
1013,0.013625353
1014,0.14045124
1015,0.23077661
1016,0.07678902
1017,0.32275394
1018,0.06596622
1019,0.27309713
1020,0.45240748
1021,0.059666786
1022,0.041573256
1023,0.23309354
1024,0.11252744
1025,0.07103403
1026,0.12962285
1027,0.13114329
1028,0.022367988
1029,0.26219505
1030,0.30343306
1031,0.22633417
1032,0.12836488
1033,0.12502472
1034,0.048070382
1035,0.12286211
1036,0.051085364
1037,0.01435583
1038,0.3490487
1039,0.32511997
1040,0.108843856
1041,0.02931364
1042,0.18695985
1043,0.48890948
1044,0.15511332
1045,0.21520044
1046,0.17035191
1047,0.09680058
1048,0.015650222
1049,0.27479467
1050,0.11492996
1051,0.13051805
1052,0.22559807
1053,0.2940432
1054,0.16299988
1055,0.27286974
1056,0.054991152
1057,0.21036972
1058,0.051667694
1059,0.024494965
1060,0.31307596
1061,0.012302513
1062,0.024758708
1063,0.2111534
1064,0.15918249
1065,0.20334624
1066,0.03505858
1067,0.16724934
1068,0.21682592
1069,0.12163975
1070,0.20966814
1071,0.05164063
1072,0.27785417
1073,0.1287546
1074,0.27124673
1075,0.22263238
1076,0.12673663
1077,0.47163665
1078,0.101966254
1079,0.030734044
1080,0.09381339
1081,0.25205278
1082,0.17129645
1083,0.53120023
1084,0.072504245
1085,0.24394855
1086,0.045443825
1087,0.014135725
1088,0.10895716
1089,0.19789375
1090,0.069971025
1091,0.38912764
1092,0.3928851
1093,0.15784836
1094,0.15455422
1095,0.13694952
1096,0.079500705
1097,0.19571559
1098,0.51937985
1099,0.25702944
1100,0.47305796
1101,0.21883428
1102,0.014556769
1103,0.09695676
1104,0.19011131
1105,0.17113516
1106,0.30612537
1107,0.2328554
1108,0.20909666
1109,0.25387767
1110,0.19826815
1111,0.32960528
1112,0.2543857
1113,0.096786365
1114,0.41058332
1115,0.078383505
1116,0.27125496
1117,0.17272204
1118,0.23224062
1119,0.20970568
1120,0.38477108
1121,0.2604432
1122,0.17685832
1123,0.32810357
1124,0.16377176
1125,0.15995261
1126,0.14914268
1127,0.11840003
1128,0.26548395
1129,0.3160254
1130,0.19233154
1131,0.27676076
1132,0.3791898
1133,0.22409636
1134,0.21599834
1135,0.19753557
1136,0.05028039
1137,0.093466885
1138,0.08788253
1139,0.220926
1140,0.07001522
1141,0.24579552
1142,0.019349048
1143,0.031577423
1144,0.37834474
1145,0.17601733
1146,0.12150109
1147,0.15666394
1148,0.13599783
1149,0.10750924
1150,0.14769214
1151,0.24535543
1152,0.19733235
1153,0.20573446
1154,0.24450316
1155,0.07606918
1156,0.016571919
1157,0.14163192
1158,0.1360741
1159,0.0376722
1160,0.6802984
1161,0.15373272
1162,0.1685708
1163,0.3860649
1164,0.18889941
1165,0.1170755
1166,0.08852325
1167,0.18368693
1168,0.09207447
1169,0.19414327
1170,0.15398787
1171,0.3630623
1172,0.49360687
1173,0.19771197
1174,0.25107887
1175,0.32628205
1176,0.052683502
1177,0.056915566
1178,0.32983416
1179,0.17992543
1180,0.20513383
1181,0.0756811
1182,0.22346944
1183,0.11579226
1184,0.21359491
1185,0.13828754
1186,0.19096541
1187,0.056708984
1188,0.24316971
1189,0.25733182
1190,0.07564975
1191,0.042073935
1192,0.04333824
1193,0.24343772
1194,0.2036927
1195,0.26415622
1196,0.08574622
1197,0.2793284
1198,0.17063065
1199,0.2789587
1200,0.58021235
1201,0.45656294
1202,0.20316248
1203,0.3026869
1204,0.2899745
1205,0.16440056
1206,0.26701608
1207,0.09011197
1208,0.08253547
1209,0.16368292
1210,0.19044362
1211,0.1595097
1212,0.044438854
1213,0.32865676
1214,0.20555803
1215,0.20194383
1216,0.2615076
1217,0.12815958
1218,0.022906307
1219,0.018822273
1220,0.43217906
1221,0.26175052
1222,0.27970096
1223,0.2607274
1224,0.016488755
1225,0.15437327
1226,0.12852989
1227,0.020640267
1228,0.21949075
1229,0.06685219
1230,0.18567023
1231,0.048781518
1232,0.25242463
1233,0.028577324
1234,0.21638764
1235,0.12300974
1236,0.016543468
1237,0.396072
1238,0.6258731
1239,0.1021972
1240,0.07549648
1241,0.079337046
1242,0.08107481
1243,0.010357799
1244,0.21319763
1245,0.23121578
1246,0.18809421
1247,0.006906176
1248,0.13429706
1249,0.41553757
1250,0.42726246
1251,0.14063568
1252,0.0967186
1253,0.16191739
1254,0.22631983
1255,0.066229805
1256,0.06222693
1257,0.10904538
1258,0.345707
1259,0.0146828685
1260,0.2915937
1261,0.059542388
1262,0.091284536
1263,0.2034682
1264,0.19007258
1265,0.38165885
1266,0.07892793
1267,0.37297133
1268,0.037316043
1269,0.31568354
1270,0.31530574
1271,0.18513271
1272,0.22279964
1273,0.41591856
1274,0.31155446
1275,0.18724751
1276,0.050718084
1277,0.10234837
1278,0.19820984
1279,0.29438668
1280,0.032442346
1281,0.086589046
1282,0.12875773
1283,0.19554871
1284,0.08762899
1285,0.9432779
1286,0.25747782
1287,0.07938347
1288,0.044672243
1289,0.1667836
1290,0.18941775
1291,0.2762431
1292,0.15130447
1293,0.018773293
1294,0.09758746
1295,0.30365238
1296,0.15457407
1297,0.06265484
1298,0.42907152
1299,0.27027506
1300,0.47501084
1301,0.34962896
1302,0.022863908
1303,0.40571237
1304,0.12863187
1305,0.31148702
1306,0.08673515
1307,0.10313158
1308,0.21318352
1309,0.11678897
1310,0.13016063
1311,0.21879232
1312,0.21716271
1313,0.3817201
1314,0.3090177
1315,0.12216581
1316,0.32269406
1317,0.13241842
1318,0.039781097
1319,0.22590692
1320,0.103536546
1321,0.150667
1322,0.1623739
1323,0.43473274
1324,0.045860548
1325,0.1197015
1326,0.28571278
1327,0.2888485
1328,0.2607399
1329,0.012621746
1330,0.018950881
1331,0.22846144
1332,0.24841239
1333,0.03753656
1334,0.061625797
1335,0.20533873
1336,0.13547423
1337,0.22704189
1338,0.18756272
1339,0.1563829
1340,0.12287086
1341,0.13631696
1342,0.11026349
1343,0.012935374
1344,0.043511607
1345,0.2823287
1346,0.018434215
1347,0.031298954
1348,0.12451889
1349,0.06364078
1350,0.3865877
1351,0.15638946
1352,0.05440964
1353,0.006753835
1354,0.18302557
1355,0.12286384
1356,0.07651123
1357,0.1646199
1358,0.30633417
1359,0.18235232
1360,0.50023603
1361,0.13319656
1362,0.28507507
1363,0.28061876
1364,0.08591148
1365,0.15343231
1366,0.25559565
1367,0.06318057
1368,0.006543718
1369,0.22509778
1370,0.22068384
1371,0.22291948
1372,0.03823958
1373,0.29160562
1374,0.25776735
1375,0.20338197
1376,0.057104755
1377,0.21616429
1378,0.07803975
1379,0.028724879
1380,0.35560814
1381,0.13702242
1382,0.11152145
1383,0.14543964
1384,0.16924006
1385,0.09385953
1386,0.2625042
1387,0.087545894
1388,0.20942023
1389,0.22282457
1390,0.15879576
1391,0.08865412
1392,0.01613412
1393,0.16488701
1394,0.33184525
1395,0.15207274
1396,0.17225386
1397,0.029696556
1398,0.01912741
1399,0.08608153
1400,0.034722902
1401,0.38379046
1402,0.16240923
1403,0.062726535
1404,0.007938851
1405,0.21652623
1406,0.15254247
1407,0.022053923
1408,0.009651452
1409,0.15554084
1410,0.2805108
1411,0.1916299
1412,0.3179897
1413,0.12019767
1414,0.21121703
1415,0.549217
1416,0.21889134
1417,0.41054258
1418,0.09466097
1419,0.118087195
1420,0.270671
1421,0.23124024
1422,0.20436074
1423,0.14330137
1424,0.23531324
1425,0.20168696
1426,0.08479693
1427,0.2068296
1428,0.023902288
1429,0.1336614
1430,0.150915
1431,0.08536431
1432,0.14963467
1433,0.1661185
1434,0.10346565
1435,0.33089855
1436,0.056090146
1437,0.1425694
1438,0.15521795
1439,0.15740581
1440,0.108661965
1441,0.16231869
1442,0.12448586
1443,0.04229112
1444,0.10580641
1445,0.30868748
1446,0.046576582
1447,0.108627215
1448,0.27315822
1449,0.32232937
1450,0.058087606
1451,0.3362676
1452,0.29667974
1453,0.14241487
1454,0.03762135
1455,0.1752891
1456,0.3244438
1457,0.21301311
1458,0.15496293
1459,0.2591796
1460,0.20840554
1461,0.073986895
1462,0.28516662
1463,0.24735127
1464,0.032549884
1465,0.12822883
1466,0.10859816
1467,0.094080016
1468,0.2086306
1469,0.21242322
1470,0.27016932
1471,0.0772666
1472,0.031014333
1473,0.035002932
1474,0.033412516
1475,0.3425043
1476,0.21818791
1477,0.10356691
1478,0.13196474
1479,0.09936344
1480,0.22101425
1481,0.1422585
1482,0.13046993
1483,0.2748453
1484,0.61024433
1485,0.21468478
1486,0.022320326
1487,0.11774381
1488,0.12747173
1489,0.22482324
1490,0.25663865
1491,0.089660004
1492,0.14854535
1493,0.43695283
1494,0.44875482
1495,0.33667088
1496,0.35456914
1497,0.33548957
1498,0.20796955
1499,0.123626396
1500,0.32745796
1501,0.19200256
1502,0.36504394
1503,0.15692572
1504,0.2428564
1505,0.23315077
1506,0.42770985
1507,0.06739995
1508,0.029248154
1509,0.044171773
1510,0.19164144
1511,0.07066266
1512,0.26459372
1513,0.2933414
1514,0.08489475
1515,0.15614201
1516,0.41217327
1517,0.06601559
1518,0.11558793
1519,0.13275075
1520,0.06227276
1521,0.2462058
1522,0.047275737
1523,0.103524804
1524,0.04916465
1525,0.29075807
1526,0.1264032
1527,0.1526828
1528,0.2609193
1529,0.24096923
1530,0.28821456
1531,0.04526252
1532,0.102744535
1533,0.6870431
1534,0.15184133
1535,0.11092224
1536,0.10437043
1537,0.36653635
1538,0.021705423
1539,0.16579197
1540,0.23573317
1541,0.12805805
1542,0.11902146
1543,0.035055548
1544,0.009296209
1545,0.37985355
1546,0.120478034
1547,0.24226904
1548,0.26196334
1549,0.22669071
1550,0.120062456
1551,0.08220549
1552,0.27177987
1553,0.13802552
1554,0.06352701
1555,0.20118442
1556,0.12314349
1557,0.46352166
1558,0.38498113
1559,0.26256186
1560,0.7172788
1561,0.3026702
1562,0.17040683
1563,0.052808765
1564,0.2919547
1565,0.21235554
1566,0.18300861
1567,0.20306963
1568,0.13807124
1569,0.34314945
1570,0.3177297
1571,0.087730564
1572,0.20897692
1573,0.2116522
1574,0.47382933
1575,0.2771536
1576,0.11431218
1577,0.3498699
1578,0.2316032
1579,0.081851445
1580,0.17055564
1581,0.23250626
1582,0.22502823
1583,0.09741463
1584,0.14002204
1585,0.7843943
1586,0.01836292
1587,0.32391027
1588,0.06004546
1589,0.28118575
1590,0.22163266
1591,0.25768974
1592,0.28104246
1593,0.17090009
1594,0.2694715
1595,0.6106004
1596,0.1421952
1597,0.0243432
1598,0.24817815
1599,0.022779297
1600,0.015834687
1601,0.33581895
1602,0.124380544
1603,0.26754755
1604,0.31726357
1605,0.12080219
1606,0.26779276
1607,0.018786017
1608,0.059061795
1609,0.47244847
1610,0.19836693
1611,0.02464225
1612,0.34562734
1613,0.14133261
1614,0.124781184
1615,0.18303092
1616,0.015680898
1617,0.09567326
1618,0.02500143
1619,0.15132508
1620,0.07673774
1621,0.30300328
1622,0.55890274
1623,0.10359129
1624,0.25620785
1625,0.24566032
1626,0.37081873
1627,0.14506683
1628,0.61455303
1629,0.011914264
1630,0.25574335
1631,0.34203687
1632,0.15646191
1633,0.12180012
1634,0.22446646
1635,0.22953415
1636,0.37463713
1637,0.27033535
1638,0.24237305
1639,0.17586008
1640,0.12538822
1641,0.14439395
1642,0.31539783
1643,0.21849298
1644,0.25960845
1645,0.30805883
1646,0.023070358
1647,0.3319231
1648,0.12665176
1649,0.06517022
1650,0.22303626
1651,0.27829224
1652,0.22371706
1653,0.14879234
1654,0.25375405
1655,0.03885666
1656,0.015279363
1657,0.08876597
1658,0.07955066
1659,0.2818312
1660,0.25226322
1661,0.4816984
1662,0.14985542
1663,0.18775117
1664,0.24069531
1665,0.24707362
